,,,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124
sc01,y2030,2030-03-11T14:00:00+01:00,154.2707936,138.5580276,257.1179893,105.7040623,101.4187625,194.2669253,178.5541592,244.2620898,249.9758229,278.5444884,0,0,378.5348176,277.1160551,452.8133478,142.8433274,0,475.6682802,258.5464226,182.8394591,0,0,0,0
sc01,y2030,2030-03-11T15:00:00+01:00,154.2707936,138.5580276,257.1179893,105.7040623,101.4187625,194.2669253,178.5541592,244.2620898,249.9758229,278.5444884,0,0,378.5348176,277.1160551,452.8133478,142.8433274,0,475.6682802,258.5464226,182.8394591,0,0,0,0
sc01,y2030,2030-03-11T16:00:00+01:00,153.6743028,138.0222904,256.1238379,105.2953556,101.026625,193.5157887,177.8637763,243.317646,249.0092869,277.4674911,0,0,377.0712058,276.0445809,451.0625368,142.2910211,0,473.8291002,257.5467481,182.132507,0,0,0,0
sc01,y2030,2030-03-11T17:00:00+01:00,151.9827084,136.5029881,253.3045139,104.1363002,99.91455827,191.3856327,175.9059124,240.6392882,246.2682774,274.4132234,0,0,372.9205344,273.0059761,446.097394,140.72473,0,468.6133507,254.7117612,180.1276543,0,0,0,0
sc01,y2030,2030-03-11T18:00:00+01:00,151.570945,136.1331636,252.6182417,103.854166,99.64386201,190.867116,175.4293345,239.9873296,245.6010683,273.6697619,0,0,371.9101892,272.2663272,444.8887924,140.3434676,0,467.3437472,254.0216764,179.6396386,0,0,0,0
sc01,y2030,2030-03-11T19:00:00+01:00,160.852138,144.4690499,268.0868967,110.213502,105.745387,202.5545442,186.1714561,254.6825519,260.6400385,290.4274714,0,0,394.6834868,288.9380998,472.1308126,148.9371648,0,495.9607589,269.5762684,190.639571,0,0,0,0
sc01,y2030,2030-03-11T20:00:00+01:00,158.7473255,142.5786165,264.5788759,108.7713157,104.3616677,199.9040396,183.7353305,251.3499321,257.2294627,286.6271156,0,0,389.5189006,285.1572329,465.9527981,146.9882644,0,489.4709204,266.0487586,188.1449784,0,0,0,0
sc01,y2030,2030-03-11T21:00:00+01:00,152.5760559,137.035902,254.2934264,104.5428531,100.3046293,192.1328111,176.5926573,241.5787551,247.2297202,275.4845453,0,0,374.3764334,274.0718041,447.8389788,141.2741258,0,470.4428389,255.7061677,180.830881,0,0,0,0
sc01,y2030,2030-03-11T22:00:00+01:00,142.1298478,127.6536596,236.8830796,97.38526605,93.43721473,178.9783268,164.5021386,225.0389256,230.302994,256.6233362,0,0,348.7445338,255.3073191,417.1774235,131.6017109,0,438.2336972,238.1990967,168.4501899,0,0,0,0
sc01,y2030,2030-03-11T23:00:00+01:00,125.5253679,112.7403767,209.2089465,86.00812246,82.52130668,158.0689818,145.2839906,198.7484992,203.3975869,226.6430254,0,0,308.0020601,225.4807535,368.4402002,116.2271925,0,387.036551,210.3712184,148.7708064,0,0,0,0
sc01,y2030,2030-03-12T00:00:00+01:00,111.682541,100.3074674,186.1375684,76.52322257,73.42092976,140.6372739,129.2622003,176.83069,180.9670804,201.6490325,0,0,274.0358646,200.6149348,327.8089399,103.4097602,0,344.3545016,187.171666,132.3644931,0,0,0,0
sc01,y2030,2030-03-12T01:00:00+01:00,100.8376637,90.56716089,168.0627728,69.09247326,66.29142704,126.9807617,116.7102589,159.6596341,163.3943624,182.0680038,0,0,247.4257488,181.1343218,295.9772165,93.3682071,0,310.9161296,168.9964549,119.5113051,0,0,0,0
sc01,y2030,2030-03-12T02:00:00+01:00,94.20855704,84.61324105,157.0142617,64.5503076,61.93340324,118.6329978,109.0376818,149.1635487,152.6527545,170.0987836,0,0,231.1598853,169.2264821,276.519561,87.23014541,0,290.4763842,157.8865632,111.6545861,0,0,0,0
sc01,y2030,2030-03-12T03:00:00+01:00,89.30684729,80.21077951,148.8447455,61.1917287,58.71098294,112.4604744,103.3644066,141.4025082,144.7101692,161.2484743,0,0,219.132542,160.421559,262.1321351,82.69152527,0,275.3627792,149.6716607,105.8451523,0,0,0,0
sc01,y2030,2030-03-12T04:00:00+01:00,89.44046235,80.33078562,149.0674372,61.28327976,58.79882247,112.6287304,103.5190536,141.6140654,144.9266751,161.4897237,0,0,219.4603937,160.6615712,262.52432,82.81524291,0,275.7747589,149.8955897,106.0035109,0,0,0,0
sc01,y2030,2030-03-12T05:00:00+01:00,93.22865853,83.73314701,155.3810975,63.87889566,61.2892107,117.3990515,107.90354,147.6120427,151.0649559,168.3295223,0,0,228.7555047,167.466294,273.6433773,86.32283197,0,287.4550305,156.2443259,110.4932249,0,0,0,0
sc01,y2030,2030-03-12T06:00:00+01:00,107.4566264,96.51196998,179.0943773,73.62768844,70.64278215,135.3157517,124.3710953,170.1396584,174.1195335,194.0189087,0,0,263.6667221,193.02394,315.4050978,99.49687626,0,331.324598,180.089346,127.3560016,0,0,0,0
sc01,y2030,2030-03-12T07:00:00+01:00,122.7968339,110.2897489,204.6613898,84.13857135,80.72754819,154.63305,142.1259651,194.4283203,198.9763512,221.7165056,0,0,301.307046,220.5794979,360.4314475,113.7007721,0,378.6235711,205.7983975,145.5369883,0,0,0,0
sc01,y2030,2030-03-12T08:00:00+01:00,129.7616338,116.5451711,216.2693897,88.91074908,85.30625925,163.4035388,150.1870761,205.4559202,210.2619066,234.2918388,0,0,318.3966014,233.0903422,380.8744251,120.1496609,0,400.0983709,217.4708863,153.791566,0,0,0,0
sc01,y2030,2030-03-12T09:00:00+01:00,141.3758923,126.9764958,235.6264871,96.86866693,92.94155881,178.0289014,163.629505,223.8451628,229.0813069,255.2620277,0,0,346.8945505,253.9529917,414.9644246,130.903604,0,435.9090012,236.9355232,167.5566131,0,0,0,0
sc01,y2030,2030-03-12T10:00:00+01:00,147.579883,132.5485987,245.9664717,101.1195495,97.0201083,185.8413342,170.8100498,233.6681482,239.1340697,266.4636777,0,0,362.1173056,265.0971973,433.1742863,136.6480399,0,455.0379727,247.3329521,174.909491,0,0,0,0
sc01,y2030,2030-03-12T11:00:00+01:00,156.2871872,140.3690478,260.4786454,107.0856653,102.7443546,196.8060876,180.8879482,247.4547131,253.2431274,282.1851991,0,0,383.4824501,280.7380956,458.7318365,144.7103585,0,481.8854939,261.9257489,185.2292589,0,0,0,0
sc01,y2030,2030-03-12T12:00:00+01:00,155.4734578,139.6381982,259.1224296,106.5281099,102.2094028,195.7813913,179.9461317,246.1663081,251.9245843,280.7159654,0,0,381.4857991,279.2763963,456.3433899,143.9569053,0,479.3764948,260.5619987,184.2648388,0,0,0,0
sc01,y2030,2030-03-12T13:00:00+01:00,153.7358983,138.0776124,256.2264972,105.33756,101.0671184,193.5933535,177.9350675,243.4151724,249.1090945,277.5787053,0,0,377.2223431,276.1552248,451.2433312,142.348054,0,474.0190199,257.6499778,182.2055091,0,0,0,0
sc01,y2030,2030-03-12T14:00:00+01:00,153.3003406,137.686417,255.5005677,105.0391223,100.7807795,193.0448734,177.4309498,242.7255393,248.4033297,276.7922817,0,0,376.1536136,275.3728341,449.9648887,141.9447598,0,472.6760503,256.9200153,181.6892926,0,0,0,0
sc01,y2030,2030-03-12T15:00:00+01:00,153.3003406,137.686417,255.5005677,105.0391223,100.7807795,193.0448734,177.4309498,242.7255393,248.4033297,276.7922817,0,0,376.1536136,275.3728341,449.9648887,141.9447598,0,472.6760503,256.9200153,181.6892926,0,0,0,0
sc01,y2030,2030-03-12T16:00:00+01:00,153.3661662,137.7455382,255.610277,105.084225,100.8240537,193.1277649,177.5071368,242.8297632,248.5099915,276.9111334,0,0,376.3151301,275.4910763,450.158099,142.0057095,0,472.8790125,257.0303341,181.7673081,0,0,0,0
sc01,y2030,2030-03-12T17:00:00+01:00,151.9279884,136.4538414,253.2133139,104.0988068,99.87858494,191.3167261,175.8425791,240.5526482,246.1796108,274.3144234,0,0,372.7862677,272.9076828,445.9367806,140.6740633,0,468.4446308,254.6200546,180.062801,0,0,0,0
sc01,y2030,2030-03-12T18:00:00+01:00,152.1322026,136.637256,253.5536709,104.2387314,100.0128369,191.5738847,176.0789381,240.8759874,246.5105134,274.6831435,0,0,373.2873489,273.274512,446.5361871,140.8631505,0,469.0742912,254.9623024,180.3048327,0,0,0,0
sc01,y2030,2030-03-12T19:00:00+01:00,161.3622394,144.9271965,268.9370656,110.5630159,106.0807314,203.196894,186.7618511,255.4902124,261.4665916,291.3484878,0,0,395.9351244,289.854393,473.6280545,149.4094809,0,497.5335714,270.4311604,191.2441356,0,0,0,0
sc01,y2030,2030-03-12T20:00:00+01:00,159.5798558,143.3263519,265.9664263,109.341753,104.9089792,200.952411,184.6989071,252.6681049,258.57847,288.1302951,0,0,391.5616831,286.6527039,468.3964285,147.7591257,0,492.0378886,267.4440175,189.1316809,0,0,0,0
sc01,y2030,2030-03-12T21:00:00+01:00,153.5220076,137.8855069,255.8700127,105.1910052,100.926505,193.3240096,177.6875088,243.0765121,248.7625124,277.1925138,0,0,376.6975188,275.7710137,450.6155224,142.1500071,0,473.3595236,257.2915128,181.9520091,0,0,0,0
sc01,y2030,2030-03-12T22:00:00+01:00,143.0628083,128.4915964,238.4380139,98.02451681,94.05054991,180.153166,165.5819541,226.5161132,231.8147357,258.3078484,0,0,351.0337426,256.9831927,419.9158355,132.4655633,0,441.1103257,239.7626695,169.555921,0,0,0,0
sc01,y2030,2030-03-12T23:00:00+01:00,126.3030253,113.4388283,210.5050421,86.54096177,83.0325444,159.0482541,146.184057,199.97979,204.6576799,228.047129,0,0,309.9102009,226.8776565,370.7227687,116.9472456,0,389.434328,211.6745146,149.6924744,0,0,0,0
sc01,y2030,2030-03-13T00:00:00+01:00,111.682541,100.3074674,186.1375684,76.52322257,73.42092976,140.6372739,129.2622003,176.83069,180.9670804,201.6490325,0,0,274.0358646,200.6149348,327.8089399,103.4097602,0,344.3545016,187.171666,132.3644931,0,0,0,0
sc01,y2030,2030-03-13T01:00:00+01:00,100.8376637,90.56716089,168.0627728,69.09247326,66.29142704,126.9807617,116.7102589,159.6596341,163.3943624,182.0680038,0,0,247.4257488,181.1343218,295.9772165,93.3682071,0,310.9161296,168.9964549,119.5113051,0,0,0,0
sc01,y2030,2030-03-13T02:00:00+01:00,94.20855704,84.61324105,157.0142617,64.5503076,61.93340324,118.6329978,109.0376818,149.1635487,152.6527545,170.0987836,0,0,231.1598853,169.2264821,276.519561,87.23014541,0,290.4763842,157.8865632,111.6545861,0,0,0,0
sc01,y2030,2030-03-13T03:00:00+01:00,89.30684729,80.21077951,148.8447455,61.1917287,58.71098294,112.4604744,103.3644066,141.4025082,144.7101692,161.2484743,0,0,219.132542,160.421559,262.1321351,82.69152527,0,275.3627792,149.6716607,105.8451523,0,0,0,0
sc01,y2030,2030-03-13T04:00:00+01:00,89.44046235,80.33078562,149.0674372,61.28327976,58.79882247,112.6287304,103.5190536,141.6140654,144.9266751,161.4897237,0,0,219.4603937,160.6615712,262.52432,82.81524291,0,275.7747589,149.8955897,106.0035109,0,0,0,0
sc01,y2030,2030-03-13T05:00:00+01:00,93.22865853,83.73314701,155.3810975,63.87889566,61.2892107,117.3990515,107.90354,147.6120427,151.0649559,168.3295223,0,0,228.7555047,167.466294,273.6433773,86.32283197,0,287.4550305,156.2443259,110.4932249,0,0,0,0
sc01,y2030,2030-03-13T06:00:00+01:00,107.4566264,96.51196998,179.0943773,73.62768844,70.64278215,135.3157517,124.3710953,170.1396584,174.1195335,194.0189087,0,0,263.6667221,193.02394,315.4050978,99.49687626,0,331.324598,180.089346,127.3560016,0,0,0,0
sc01,y2030,2030-03-13T07:00:00+01:00,122.7968339,110.2897489,204.6613898,84.13857135,80.72754819,154.63305,142.1259651,194.4283203,198.9763512,221.7165056,0,0,301.307046,220.5794979,360.4314475,113.7007721,0,378.6235711,205.7983975,145.5369883,0,0,0,0
sc01,y2030,2030-03-13T08:00:00+01:00,129.7616338,116.5451711,216.2693897,88.91074908,85.30625925,163.4035388,150.1870761,205.4559202,210.2619066,234.2918388,0,0,318.3966014,233.0903422,380.8744251,120.1496609,0,400.0983709,217.4708863,153.791566,0,0,0,0
sc01,y2030,2030-03-13T09:00:00+01:00,141.3758923,126.9764958,235.6264871,96.86866693,92.94155881,178.0289014,163.629505,223.8451628,229.0813069,255.2620277,0,0,346.8945505,253.9529917,414.9644246,130.903604,0,435.9090012,236.9355232,167.5566131,0,0,0,0
sc01,y2030,2030-03-13T10:00:00+01:00,147.579883,132.5485987,245.9664717,101.1195495,97.0201083,185.8413342,170.8100498,233.6681482,239.1340697,266.4636777,0,0,362.1173056,265.0971973,433.1742863,136.6480399,0,455.0379727,247.3329521,174.909491,0,0,0,0
sc01,y2030,2030-03-13T11:00:00+01:00,156.2871872,140.3690478,260.4786454,107.0856653,102.7443546,196.8060876,180.8879482,247.4547131,253.2431274,282.1851991,0,0,383.4824501,280.7380956,458.7318365,144.7103585,0,481.8854939,261.9257489,185.2292589,0,0,0,0
sc01,y2030,2030-03-13T12:00:00+01:00,155.4734578,139.6381982,259.1224296,106.5281099,102.2094028,195.7813913,179.9461317,246.1663081,251.9245843,280.7159654,0,0,381.4857991,279.2763963,456.3433899,143.9569053,0,479.3764948,260.5619987,184.2648388,0,0,0,0
sc01,y2030,2030-03-13T13:00:00+01:00,153.7358983,138.0776124,256.2264972,105.33756,101.0671184,193.5933535,177.9350675,243.4151724,249.1090945,277.5787053,0,0,377.2223431,276.1552248,451.2433312,142.348054,0,474.0190199,257.6499778,182.2055091,0,0,0,0
sc01,y2030,2030-03-13T14:00:00+01:00,153.3003406,137.686417,255.5005677,105.0391223,100.7807795,193.0448734,177.4309498,242.7255393,248.4033297,276.7922817,0,0,376.1536136,275.3728341,449.9648887,141.9447598,0,472.6760503,256.9200153,181.6892926,0,0,0,0
sc01,y2030,2030-03-13T15:00:00+01:00,153.3003406,137.686417,255.5005677,105.0391223,100.7807795,193.0448734,177.4309498,242.7255393,248.4033297,276.7922817,0,0,376.1536136,275.3728341,449.9648887,141.9447598,0,472.6760503,256.9200153,181.6892926,0,0,0,0
sc01,y2030,2030-03-13T16:00:00+01:00,153.3661662,137.7455382,255.610277,105.084225,100.8240537,193.1277649,177.5071368,242.8297632,248.5099915,276.9111334,0,0,376.3151301,275.4910763,450.158099,142.0057095,0,472.8790125,257.0303341,181.7673081,0,0,0,0
sc01,y2030,2030-03-13T17:00:00+01:00,151.9279884,136.4538414,253.2133139,104.0988068,99.87858494,191.3167261,175.8425791,240.5526482,246.1796108,274.3144234,0,0,372.7862677,272.9076828,445.9367806,140.6740633,0,468.4446308,254.6200546,180.062801,0,0,0,0
sc01,y2030,2030-03-13T18:00:00+01:00,152.1322026,136.637256,253.5536709,104.2387314,100.0128369,191.5738847,176.0789381,240.8759874,246.5105134,274.6831435,0,0,373.2873489,273.274512,446.5361871,140.8631505,0,469.0742912,254.9623024,180.3048327,0,0,0,0
sc01,y2030,2030-03-13T19:00:00+01:00,161.3622394,144.9271965,268.9370656,110.5630159,106.0807314,203.196894,186.7618511,255.4902124,261.4665916,291.3484878,0,0,395.9351244,289.854393,473.6280545,149.4094809,0,497.5335714,270.4311604,191.2441356,0,0,0,0
sc01,y2030,2030-03-13T20:00:00+01:00,159.5798558,143.3263519,265.9664263,109.341753,104.9089792,200.952411,184.6989071,252.6681049,258.57847,288.1302951,0,0,391.5616831,286.6527039,468.3964285,147.7591257,0,492.0378886,267.4440175,189.1316809,0,0,0,0
sc01,y2030,2030-03-13T21:00:00+01:00,153.5220076,137.8855069,255.8700127,105.1910052,100.926505,193.3240096,177.6875088,243.0765121,248.7625124,277.1925138,0,0,376.6975188,275.7710137,450.6155224,142.1500071,0,473.3595236,257.2915128,181.9520091,0,0,0,0
sc01,y2030,2030-03-13T22:00:00+01:00,143.0628083,128.4915964,238.4380139,98.02451681,94.05054991,180.153166,165.5819541,226.5161132,231.8147357,258.3078484,0,0,351.0337426,256.9831927,419.9158355,132.4655633,0,441.1103257,239.7626695,169.555921,0,0,0,0
sc01,y2030,2030-03-13T23:00:00+01:00,126.3030253,113.4388283,210.5050421,86.54096177,83.0325444,159.0482541,146.184057,199.97979,204.6576799,228.047129,0,0,309.9102009,226.8776565,370.7227687,116.9472456,0,389.434328,211.6745146,149.6924744,0,0,0,0
sc01,y2030,2030-03-14T00:00:00+01:00,111.682541,100.3074674,186.1375684,76.52322257,73.42092976,140.6372739,129.2622003,176.83069,180.9670804,201.6490325,0,0,274.0358646,200.6149348,327.8089399,103.4097602,0,344.3545016,187.171666,132.3644931,0,0,0,0
sc01,y2030,2030-03-14T01:00:00+01:00,100.8376637,90.56716089,168.0627728,69.09247326,66.29142704,126.9807617,116.7102589,159.6596341,163.3943624,182.0680038,0,0,247.4257488,181.1343218,295.9772165,93.3682071,0,310.9161296,168.9964549,119.5113051,0,0,0,0
sc01,y2030,2030-03-14T02:00:00+01:00,94.20855704,84.61324105,157.0142617,64.5503076,61.93340324,118.6329978,109.0376818,149.1635487,152.6527545,170.0987836,0,0,231.1598853,169.2264821,276.519561,87.23014541,0,290.4763842,157.8865632,111.6545861,0,0,0,0
sc01,y2030,2030-03-14T03:00:00+01:00,89.30684729,80.21077951,148.8447455,61.1917287,58.71098294,112.4604744,103.3644066,141.4025082,144.7101692,161.2484743,0,0,219.132542,160.421559,262.1321351,82.69152527,0,275.3627792,149.6716607,105.8451523,0,0,0,0
sc01,y2030,2030-03-14T04:00:00+01:00,89.44046235,80.33078562,149.0674372,61.28327976,58.79882247,112.6287304,103.5190536,141.6140654,144.9266751,161.4897237,0,0,219.4603937,160.6615712,262.52432,82.81524291,0,275.7747589,149.8955897,106.0035109,0,0,0,0
sc01,y2030,2030-03-14T05:00:00+01:00,93.22865853,83.73314701,155.3810975,63.87889566,61.2892107,117.3990515,107.90354,147.6120427,151.0649559,168.3295223,0,0,228.7555047,167.466294,273.6433773,86.32283197,0,287.4550305,156.2443259,110.4932249,0,0,0,0
sc01,y2030,2030-03-14T06:00:00+01:00,107.4566264,96.51196998,179.0943773,73.62768844,70.64278215,135.3157517,124.3710953,170.1396584,174.1195335,194.0189087,0,0,263.6667221,193.02394,315.4050978,99.49687626,0,331.324598,180.089346,127.3560016,0,0,0,0
sc01,y2030,2030-03-14T07:00:00+01:00,122.7968339,110.2897489,204.6613898,84.13857135,80.72754819,154.63305,142.1259651,194.4283203,198.9763512,221.7165056,0,0,301.307046,220.5794979,360.4314475,113.7007721,0,378.6235711,205.7983975,145.5369883,0,0,0,0
sc01,y2030,2030-03-14T08:00:00+01:00,129.7616338,116.5451711,216.2693897,88.91074908,85.30625925,163.4035388,150.1870761,205.4559202,210.2619066,234.2918388,0,0,318.3966014,233.0903422,380.8744251,120.1496609,0,400.0983709,217.4708863,153.791566,0,0,0,0
sc01,y2030,2030-03-14T09:00:00+01:00,141.3758923,126.9764958,235.6264871,96.86866693,92.94155881,178.0289014,163.629505,223.8451628,229.0813069,255.2620277,0,0,346.8945505,253.9529917,414.9644246,130.903604,0,435.9090012,236.9355232,167.5566131,0,0,0,0
sc01,y2030,2030-03-14T10:00:00+01:00,147.579883,132.5485987,245.9664717,101.1195495,97.0201083,185.8413342,170.8100498,233.6681482,239.1340697,266.4636777,0,0,362.1173056,265.0971973,433.1742863,136.6480399,0,455.0379727,247.3329521,174.909491,0,0,0,0
sc01,y2030,2030-03-14T11:00:00+01:00,156.2871872,140.3690478,260.4786454,107.0856653,102.7443546,196.8060876,180.8879482,247.4547131,253.2431274,282.1851991,0,0,383.4824501,280.7380956,458.7318365,144.7103585,0,481.8854939,261.9257489,185.2292589,0,0,0,0
sc01,y2030,2030-03-14T12:00:00+01:00,155.4734578,139.6381982,259.1224296,106.5281099,102.2094028,195.7813913,179.9461317,246.1663081,251.9245843,280.7159654,0,0,381.4857991,279.2763963,456.3433899,143.9569053,0,479.3764948,260.5619987,184.2648388,0,0,0,0
sc01,y2030,2030-03-14T13:00:00+01:00,153.7358983,138.0776124,256.2264972,105.33756,101.0671184,193.5933535,177.9350675,243.4151724,249.1090945,277.5787053,0,0,377.2223431,276.1552248,451.2433312,142.348054,0,474.0190199,257.6499778,182.2055091,0,0,0,0
sc01,y2030,2030-03-14T14:00:00+01:00,153.3003406,137.686417,255.5005677,105.0391223,100.7807795,193.0448734,177.4309498,242.7255393,248.4033297,276.7922817,0,0,376.1536136,275.3728341,449.9648887,141.9447598,0,472.6760503,256.9200153,181.6892926,0,0,0,0
sc01,y2030,2030-03-14T15:00:00+01:00,153.3003406,137.686417,255.5005677,105.0391223,100.7807795,193.0448734,177.4309498,242.7255393,248.4033297,276.7922817,0,0,376.1536136,275.3728341,449.9648887,141.9447598,0,472.6760503,256.9200153,181.6892926,0,0,0,0
sc01,y2030,2030-03-14T16:00:00+01:00,153.3661662,137.7455382,255.610277,105.084225,100.8240537,193.1277649,177.5071368,242.8297632,248.5099915,276.9111334,0,0,376.3151301,275.4910763,450.158099,142.0057095,0,472.8790125,257.0303341,181.7673081,0,0,0,0
sc01,y2030,2030-03-14T17:00:00+01:00,151.9279884,136.4538414,253.2133139,104.0988068,99.87858494,191.3167261,175.8425791,240.5526482,246.1796108,274.3144234,0,0,372.7862677,272.9076828,445.9367806,140.6740633,0,468.4446308,254.6200546,180.062801,0,0,0,0
sc01,y2030,2030-03-14T18:00:00+01:00,152.1322026,136.637256,253.5536709,104.2387314,100.0128369,191.5738847,176.0789381,240.8759874,246.5105134,274.6831435,0,0,373.2873489,273.274512,446.5361871,140.8631505,0,469.0742912,254.9623024,180.3048327,0,0,0,0
sc01,y2030,2030-03-14T19:00:00+01:00,161.3622394,144.9271965,268.9370656,110.5630159,106.0807314,203.196894,186.7618511,255.4902124,261.4665916,291.3484878,0,0,395.9351244,289.854393,473.6280545,149.4094809,0,497.5335714,270.4311604,191.2441356,0,0,0,0
sc01,y2030,2030-03-14T20:00:00+01:00,159.5798558,143.3263519,265.9664263,109.341753,104.9089792,200.952411,184.6989071,252.6681049,258.57847,288.1302951,0,0,391.5616831,286.6527039,468.3964285,147.7591257,0,492.0378886,267.4440175,189.1316809,0,0,0,0
sc01,y2030,2030-03-14T21:00:00+01:00,153.5220076,137.8855069,255.8700127,105.1910052,100.926505,193.3240096,177.6875088,243.0765121,248.7625124,277.1925138,0,0,376.6975188,275.7710137,450.6155224,142.1500071,0,473.3595236,257.2915128,181.9520091,0,0,0,0
sc01,y2030,2030-03-14T22:00:00+01:00,143.0628083,128.4915964,238.4380139,98.02451681,94.05054991,180.153166,165.5819541,226.5161132,231.8147357,258.3078484,0,0,351.0337426,256.9831927,419.9158355,132.4655633,0,441.1103257,239.7626695,169.555921,0,0,0,0
sc01,y2030,2030-03-14T23:00:00+01:00,126.3030253,113.4388283,210.5050421,86.54096177,83.0325444,159.0482541,146.184057,199.97979,204.6576799,228.047129,0,0,309.9102009,226.8776565,370.7227687,116.9472456,0,389.434328,211.6745146,149.6924744,0,0,0,0
sc01,y2030,2030-03-15T00:00:00+01:00,107.3786514,96.4419369,178.964419,73.57426114,70.59152082,135.217561,124.2808465,170.016198,173.9931851,193.8781206,0,0,263.4753946,192.8838738,315.1762268,99.42467722,0,331.0841751,179.9586658,127.2635868,0,0,0,0
sc01,y2030,2030-03-15T01:00:00+01:00,96.80521316,86.94542293,161.3420219,66.32949791,63.64046421,121.902861,112.0430708,153.2749208,156.8602991,174.7871904,0,0,237.5313101,173.8908459,284.1412275,89.63445663,0,298.4827406,162.2383665,114.7321045,0,0,0,0
sc01,y2030,2030-03-15T02:00:00+01:00,90.58405168,81.35789827,150.9734195,62.06685023,59.55062657,114.0688058,104.8426524,143.4247485,146.7797134,163.5545378,0,0,222.2664231,162.7157965,265.8809665,83.87412193,0,279.300826,151.8121607,107.3588761,0,0,0,0
sc01,y2030,2030-03-15T03:00:00+01:00,85.71545179,76.98517429,142.8590863,58.73095771,56.34997294,107.9379763,99.20769883,135.716132,138.8907784,154.7640102,0,0,210.3203215,153.9703486,251.5907242,79.36615907,0,264.2893097,143.6527479,101.5886836,0,0,0,0
sc01,y2030,2030-03-15T04:00:00+01:00,85.79062009,77.05268656,142.9843668,58.78246191,56.39938913,108.0326327,99.29469917,135.8351485,139.0125788,154.8997307,0,0,210.5047623,154.1053731,251.8113571,79.43575934,0,264.5210786,143.7787244,101.677772,0,0,0,0
sc01,y2030,2030-03-15T05:00:00+01:00,89.17166944,80.08936977,148.6194491,61.09910684,58.62211602,112.2902504,103.2079507,141.1884766,144.491131,161.0044031,0,0,218.8008556,160.1787395,261.7353631,82.56636059,0,274.9459808,149.4451127,105.6849416,0,0,0,0
sc01,y2030,2030-03-15T06:00:00+01:00,103.9385951,93.35225672,173.2309918,71.21718554,68.33000234,130.8856383,120.2992999,164.5694423,168.4190199,187.6669078,0,0,255.0345158,186.7045134,305.0790245,96.23943992,0,320.4773349,174.1933862,123.1864831,0,0,0,0
sc01,y2030,2030-03-15T07:00:00+01:00,119.6670368,107.4787275,199.4450613,81.99408077,78.66999642,150.6918241,138.5035148,189.4728083,193.9049207,216.0654831,0,0,293.6274514,214.957455,351.2449136,110.8028119,0,368.9733635,200.5530895,141.8275992,0,0,0,0
sc01,y2030,2030-03-15T08:00:00+01:00,127.9588239,114.9259807,213.2647064,87.67549042,84.12107865,161.1333337,148.1004906,202.6014711,207.3406868,231.0367653,0,0,313.97304,229.8519614,375.5828441,118.4803925,0,394.5397069,214.4495104,151.6549023,0,0,0,0
sc01,y2030,2030-03-15T09:00:00+01:00,140.715142,126.3830442,234.5252367,96.41593065,92.50717671,177.1968455,162.8647477,222.7989749,228.0106468,254.0690065,0,0,345.2732652,252.7660885,413.0250002,130.2917982,0,433.8716879,235.8281547,166.7735017,0,0,0,0
sc01,y2030,2030-03-15T10:00:00+01:00,147.344985,132.3376255,245.5749751,100.9586009,96.86568461,185.5455367,170.5381771,233.2962263,238.753448,266.0395563,0,0,361.5409355,264.6752509,432.4848172,136.4305417,0,454.3137039,246.9392805,174.6310934,0,0,0,0
sc01,y2030,2030-03-15T11:00:00+01:00,157.2291811,141.2150979,262.0486352,107.7311056,103.3636283,197.9923022,181.9782189,248.9462035,254.7695065,283.8860215,0,0,385.7938241,282.4301958,461.4967632,145.5825751,0,484.7899752,263.504461,186.3456962,0,0,0,0
sc01,y2030,2030-03-15T12:00:00+01:00,156.9040856,140.9231139,261.5068094,107.508355,103.1499081,197.5829227,181.601951,248.4314689,254.2427314,283.2990435,0,0,384.996136,281.8462279,460.5425477,145.2815608,0,483.7875974,262.959625,185.9603978,0,0,0,0
sc01,y2030,2030-03-15T13:00:00+01:00,155.1773704,139.3722678,258.6289506,106.3252352,102.0147527,195.4085404,179.6034379,245.6975031,251.4448131,280.1813631,0,0,380.7592884,278.7445356,455.4743185,143.6827503,0,478.4635586,260.0657781,183.9139204,0,0,0,0
sc01,y2030,2030-03-15T14:00:00+01:00,154.2707936,138.5580276,257.1179893,105.7040623,101.4187625,194.2669253,178.5541592,244.2620898,249.9758229,278.5444884,0,0,378.5348176,277.1160551,452.8133478,142.8433274,0,475.6682802,258.5464226,182.8394591,0,0,0,0
sc01,y2030,2030-03-15T15:00:00+01:00,154.2707936,138.5580276,257.1179893,105.7040623,101.4187625,194.2669253,178.5541592,244.2620898,249.9758229,278.5444884,0,0,378.5348176,277.1160551,452.8133478,142.8433274,0,475.6682802,258.5464226,182.8394591,0,0,0,0
sc01,y2030,2030-03-15T16:00:00+01:00,153.6743028,138.0222904,256.1238379,105.2953556,101.026625,193.5157887,177.8637763,243.317646,249.0092869,277.4674911,0,0,377.0712058,276.0445809,451.0625368,142.2910211,0,473.8291002,257.5467481,182.132507,0,0,0,0
