,,,Gas_C1,Gas_C2,Ant_C3,Ant_C4,Gas_C5,Gas_C6,Ant_C7,Ant_C8,Sub_C9,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Gas_C15,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Gas_C21,Gas_C22,Nuc_N23,Nuc_N24,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30,Gas_C31,Gas_C32,Gas_C33,Ons_W100,Ons_W101,Sol_S106,Sol_S109
sc01,y2030,2030-01-29T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.8860625,307.06827,0.00213,0.00213
sc01,y2030,2030-01-29T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.9334375,325.34142,0.00465,0.00465
sc01,y2030,2030-01-29T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.7975625,339.04296,0.05058,0.05058
sc01,y2030,2030-01-29T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.7356875,353.72718,1.95471,1.95471
sc01,y2030,2030-01-29T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.464625,360.2697,21.33153,21.33153
sc01,y2030,2030-01-29T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.9193125,383.62497,48.01095,48.01095
sc01,y2030,2030-01-29T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.4940625,408.69084,63.42276,63.42276
sc01,y2030,2030-01-29T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.9733125,437.39547,70.34451,70.34451
sc01,y2030,2030-01-29T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.780875,470.50575,68.95659,68.95659
sc01,y2030,2030-01-29T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.0455,492.53742,60.31908,60.31908
sc01,y2030,2030-01-29T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.933375,502.33956,44.19777,44.19777
sc01,y2030,2030-01-29T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.6690625,511.13241,24.07719,24.07719
sc01,y2030,2030-01-29T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.6158125,513.21717,7.07595,7.07595
sc01,y2030,2030-01-29T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.7805,514.1343,0.23523,0.23523
sc01,y2030,2030-01-29T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.765,516.37791,0.00399,0.00399
sc01,y2030,2030-01-29T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.3935,507.66876,0.00219,0.00219
sc01,y2030,2030-01-29T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.18925,503.4636,0.00174,0.00174
sc01,y2030,2030-01-29T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.312,498.93036,0.00102,0.00102
sc01,y2030,2030-01-29T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.7,500.39217,0.00132,0.00132
sc01,y2030,2030-01-30T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0963125,498.59406,0.00135,0.00135
sc01,y2030,2030-01-30T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.8971875,490.4724,0.00123,0.00123
sc01,y2030,2030-01-30T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.5245,464.46441,0.00135,0.00135
sc01,y2030,2030-01-30T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.7495625,441.08325,0.00141,0.00141
sc01,y2030,2030-01-30T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.1914375,423.02979,0.00114,0.00114
sc01,y2030,2030-01-30T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.16925,433.78056,0.00168,0.00168
sc01,y2030,2030-01-30T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.4345625,457.3761,0.00327,0.00327
sc01,y2030,2030-01-30T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.924375,465.48495,0.04746,0.04746
sc01,y2030,2030-01-30T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.491625,466.27251,0.65967,0.65967
sc01,y2030,2030-01-30T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.343375,466.21143,9.09501,9.09501
sc01,y2030,2030-01-30T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.2659375,462.76359,25.72086,25.72086
sc01,y2030,2030-01-30T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.7236875,456.18204,38.66817,38.66817
sc01,y2030,2030-01-30T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.150375,452.31567,42.65538,42.65538
sc01,y2030,2030-01-30T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.5041875,457.07646,39.41244,39.41244
sc01,y2030,2030-01-30T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.394625,454.19622,34.74939,34.74939
sc01,y2030,2030-01-30T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.280625,447.71583,28.29627,28.29627
sc01,y2030,2030-01-30T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.6931875,437.29938,17.57355,17.57355
sc01,y2030,2030-01-30T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.760625,427.99146,5.4861,5.4861
sc01,y2030,2030-01-30T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.3263125,419.63964,0.22509,0.22509
sc01,y2030,2030-01-30T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.14275,415.26564,0.00273,0.00273
sc01,y2030,2030-01-30T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.35475,393.72081,0.00183,0.00183
sc01,y2030,2030-01-30T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.0489375,377.4189,0.0012,0.0012
sc01,y2030,2030-01-30T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.5221875,385.18167,0.00147,0.00147
sc01,y2030,2030-01-30T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.6036875,386.84322,0.00108,0.00108
sc01,y2030,2030-01-31T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.223125,384.58959,0.00135,0.00135
sc01,y2030,2030-01-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.2981875,365.19504,0.00141,0.00141
sc01,y2030,2030-01-31T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.2890625,343.62396,0.00135,0.00135
sc01,y2030,2030-01-31T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0235,340.62273,0.00168,0.00168
sc01,y2030,2030-01-31T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.5741875,326.03973,0.00126,0.00126
sc01,y2030,2030-01-31T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.707375,338.51493,0.00378,0.00378
sc01,y2030,2030-01-31T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.8793125,362.02587,0.01074,0.01074
sc01,y2030,2030-01-31T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.2445,372.17169,0.0495,0.0495
sc01,y2030,2030-01-31T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.366875,395.60901,0.97188,0.97188
sc01,y2030,2030-01-31T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.689875,397.67439,14.84019,14.84019
sc01,y2030,2030-01-31T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.32125,405.45495,41.75628,41.75628
sc01,y2030,2030-01-31T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.3678125,427.58037,59.26554,59.26554
sc01,y2030,2030-01-31T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.1358125,449.83263,74.4162,74.4162
sc01,y2030,2030-01-31T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.6656875,460.49694,74.28345,74.28345
sc01,y2030,2030-01-31T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.4034375,451.82307,68.0229,68.0229
sc01,y2030,2030-01-31T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0646875,430.29618,57.04182,57.04182
sc01,y2030,2030-01-31T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.639875,417.98388,42.92379,42.92379
sc01,y2030,2030-01-31T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.914625,435.5292,18.46017,18.46017
sc01,y2030,2030-01-31T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9785,437.43684,1.20417,1.20417
sc01,y2030,2030-01-31T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.64075,425.88714,0.00396,0.00396
sc01,y2030,2030-01-31T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.1010625,419.78121,0.00261,0.00261
sc01,y2030,2030-01-31T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0083125,406.75908,0.00186,0.00186
sc01,y2030,2030-01-31T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.41675,401.45448,0.00171,0.00171
sc01,y2030,2030-01-31T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.3623125,403.21248,0.00126,0.00126
sc01,y2030,2030-02-01T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.2644375,396.2643,0.00105,0.00105
sc01,y2030,2030-02-01T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.1679375,381.6312,0.00108,0.00108
sc01,y2030,2030-02-01T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.3366875,363.62187,0.00165,0.00165
sc01,y2030,2030-02-01T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0886875,338.84436,0.00141,0.00141
sc01,y2030,2030-02-01T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.902125,333.60849,0.0015,0.0015
sc01,y2030,2030-02-01T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.20925,332.77359,0.00282,0.00282
sc01,y2030,2030-02-01T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.9904375,333.20106,0.00717,0.00717
sc01,y2030,2030-02-01T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.2876875,333.97902,0.13254,0.13254
sc01,y2030,2030-02-01T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.003,324.15765,2.72916,2.72916
sc01,y2030,2030-02-01T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0468125,310.74969,32.01432,32.01432
sc01,y2030,2030-02-01T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.84075,303.1332,66.51216,66.51216
sc01,y2030,2030-02-01T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0449375,309.92856,84.78798,84.78798
sc01,y2030,2030-02-01T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.4268125,335.43639,90.02091,90.02091
sc01,y2030,2030-02-01T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.5659375,354.7659,87.64269,87.64269
sc01,y2030,2030-02-01T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.988625,350.73015,80.33292,80.33292
sc01,y2030,2030-02-01T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.8150625,356.28456,69.23811,69.23811
sc01,y2030,2030-02-01T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.04375,357.18129,49.42113,49.42113
sc01,y2030,2030-02-01T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.558375,357.72459,21.98538,21.98538
sc01,y2030,2030-02-01T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.4504375,333.65331,1.70181,1.70181
sc01,y2030,2030-02-01T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.7371875,310.60122,0.00762,0.00762
sc01,y2030,2030-02-01T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.23925,307.86132,0.00465,0.00465
sc01,y2030,2030-02-01T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.2479375,308.58951,0.00276,0.00276
sc01,y2030,2030-02-01T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.5545625,295.72737,0.0015,0.0015
sc01,y2030,2030-02-01T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.8913125,281.46639,0.0015,0.0015
sc01,y2030,2030-02-02T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.77075,267.69945,0.00144,0.00144
sc01,y2030,2030-02-02T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0340625,252.01413,0.00174,0.00174
sc01,y2030,2030-02-02T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.486375,242.96922,0.00141,0.00141
sc01,y2030,2030-02-02T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.4934375,246.99486,0.00135,0.00135
sc01,y2030,2030-02-02T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.977375,249.08304,0.00135,0.00135
sc01,y2030,2030-02-02T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.476625,253.79409,0.00183,0.00183
sc01,y2030,2030-02-02T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.568375,255.43239,0.00459,0.00459
sc01,y2030,2030-02-02T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.7740625,245.77656,0.12366,0.12366
sc01,y2030,2030-02-02T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.746,226.45659,1.47354,1.47354
sc01,y2030,2030-02-02T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.298,219.63195,13.392,13.392
sc01,y2030,2030-02-02T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.267625,221.86956,29.0424,29.0424
sc01,y2030,2030-02-02T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.979375,235.10079,39.91107,39.91107
sc01,y2030,2030-02-02T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.848375,251.72034,45.04869,45.04869
sc01,y2030,2030-02-02T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.6014375,282.73473,44.58696,44.58696
sc01,y2030,2030-02-02T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.4439375,311.1345,38.29923,38.29923
sc01,y2030,2030-02-02T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.9175625,315.95718,30.49617,30.49617
sc01,y2030,2030-02-02T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.858375,306.71073,21.03183,21.03183
sc01,y2030,2030-02-02T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.538625,299.92773,7.72833,7.72833
sc01,y2030,2030-02-02T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.3160625,292.2159,0.49293,0.49293
sc01,y2030,2030-02-02T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.7685,298.78506,0.00297,0.00297
sc01,y2030,2030-02-02T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.6309375,302.5836,0.00156,0.00156
sc01,y2030,2030-02-02T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.8775625,320.74599,0.00174,0.00174
sc01,y2030,2030-02-02T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0508125,328.38558,0.00153,0.00153
sc01,y2030,2030-02-02T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.311,329.57202,0.00129,0.00129
sc01,y2030,2030-02-03T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.8234375,328.83009,0.00168,0.00168
sc01,y2030,2030-02-03T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.44275,322.74135,0.00138,0.00138
sc01,y2030,2030-02-03T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.07975,321.83967,0.00159,0.00159
sc01,y2030,2030-02-03T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.082,314.88591,0.00138,0.00138
sc01,y2030,2030-02-03T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.7869375,312.67815,0.00153,0.00153
sc01,y2030,2030-02-03T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.343,333.34368,0.00219,0.00219
sc01,y2030,2030-02-03T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.2283125,342.9933,0.00495,0.00495
sc01,y2030,2030-02-03T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.838875,345.96855,0.12384,0.12384
sc01,y2030,2030-02-03T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.414625,347.89422,1.81971,1.81971
sc01,y2030,2030-02-03T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.2873125,349.67451,18.8907,18.8907
sc01,y2030,2030-02-03T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.534,340.45578,38.41971,38.41971
sc01,y2030,2030-02-03T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.5216875,343.83609,48.59961,48.59961
sc01,y2030,2030-02-03T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.936125,352.08168,54.94299,54.94299
sc01,y2030,2030-02-03T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.7544375,367.21065,55.92732,55.92732
sc01,y2030,2030-02-03T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.69925,370.19064,54.32274,54.32274
sc01,y2030,2030-02-03T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.292875,363.13851,43.46559,43.46559
sc01,y2030,2030-02-03T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.9103125,355.35516,31.27737,31.27737
sc01,y2030,2030-02-03T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.7564375,352.2813,11.37042,11.37042
sc01,y2030,2030-02-03T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0693125,336.8028,0.61557,0.61557
sc01,y2030,2030-02-03T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.115375,315.40911,0.00288,0.00288
sc01,y2030,2030-02-03T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.9765625,313.87185,0.00165,0.00165
sc01,y2030,2030-02-03T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.503375,323.10861,0.00117,0.00117
sc01,y2030,2030-02-03T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.9603125,327.06126,0.00126,0.00126
sc01,y2030,2030-02-03T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.9586875,323.50284,0.00123,0.00123
sc01,y2030,2030-02-04T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.7700625,321.46095,0.00129,0.00129
sc01,y2030,2030-02-04T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.908125,325.27161,0.00153,0.00153
sc01,y2030,2030-02-04T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.2345625,315.74166,0.00144,0.00144
sc01,y2030,2030-02-04T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.1565,316.79643,0.00135,0.00135
sc01,y2030,2030-02-04T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.970375,326.47389,0.00156,0.00156
sc01,y2030,2030-02-04T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.7376875,342.40824,0.0018,0.0018
sc01,y2030,2030-02-04T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.9151875,352.15392,0.00522,0.00522
sc01,y2030,2030-02-04T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.443,358.09977,0.12711,0.12711
sc01,y2030,2030-02-04T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.637375,353.71455,1.57815,1.57815
sc01,y2030,2030-02-04T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.4465,360.17244,21.74469,21.74469
sc01,y2030,2030-02-04T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.7345,362.57667,49.64913,49.64913
sc01,y2030,2030-02-04T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.214125,367.46769,68.47191,68.47191
sc01,y2030,2030-02-04T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.1456875,368.30682,76.05324,76.05324
sc01,y2030,2030-02-04T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.6396875,394.72989,75.84309,75.84309
sc01,y2030,2030-02-04T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.8104375,407.88144,71.86842,71.86842
sc01,y2030,2030-02-04T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.6415625,432.31539,61.02873,61.02873
sc01,y2030,2030-02-04T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.438125,442.0164,44.39787,44.39787
sc01,y2030,2030-02-04T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.5414375,439.44207,20.57022,20.57022
sc01,y2030,2030-02-04T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.3378125,425.39418,1.87737,1.87737
sc01,y2030,2030-02-04T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.5075,417.39645,0.00762,0.00762
sc01,y2030,2030-02-04T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.235375,424.52565,0.00471,0.00471
sc01,y2030,2030-02-04T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.5150625,431.74812,0.00234,0.00234
sc01,y2030,2030-02-04T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.2631875,431.99094,0.00174,0.00174
sc01,y2030,2030-02-04T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.3623125,426.32331,0.00129,0.00129
sc01,y2030,2030-02-05T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.327375,410.00424,0.00138,0.00138
sc01,y2030,2030-02-05T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.716625,394.41351,0.00126,0.00126
sc01,y2030,2030-02-05T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.3380625,386.54016,0.00177,0.00177
sc01,y2030,2030-02-05T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.3740625,373.15338,0.00153,0.00153
sc01,y2030,2030-02-05T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.2614375,361.28682,0.00138,0.00138
sc01,y2030,2030-02-05T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6545625,349.70535,0.00306,0.00306
sc01,y2030,2030-02-05T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.183125,341.43927,0.00708,0.00708
sc01,y2030,2030-02-05T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.256,335.93727,0.13425,0.13425
sc01,y2030,2030-02-05T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.2715625,328.45209,3.21402,3.21402
sc01,y2030,2030-02-05T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.390875,329.39556,33.75933,33.75933
sc01,y2030,2030-02-05T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.834875,320.46696,66.30768,66.30768
sc01,y2030,2030-02-05T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.5895,328.43961,86.86239,86.86239
