,,,Gas_C1,Gas_C2,Ant_C3,Ant_C4,Gas_C5,Gas_C6,Ant_C7,Ant_C8,Sub_C9,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Gas_C15,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Gas_C21,Gas_C22,Nuc_N23,Nuc_N24,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30,Gas_C31,Gas_C32,Gas_C33,Ons_W100,Ons_W101,Sol_S106,Sol_S109
sc01,y2030,2030-03-25T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.936958333,49.36958333,98.73916666,,,,,,,,,,
sc01,y2030,2030-03-25T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.936958333,49.36958333,98.73916666,,,,,,,,,,
sc01,y2030,2030-03-25T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.936958333,49.36958333,98.73916666,,,,,,,,,,
sc01,y2030,2030-03-25T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.936958333,49.36958333,98.73916666,,,,,,,,,,
sc01,y2030,2030-03-25T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.936958333,49.36958333,98.73916666,,,,,,,,,,
sc01,y2030,2030-03-25T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.936958333,49.36958333,98.73916666,,,,,,,,,,
sc01,y2030,2030-03-25T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.936958333,49.36958333,98.73916666,,,,,,,,,,
sc01,y2030,2030-03-25T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.936958333,49.36958333,98.73916666,,,,,,,,,,
sc01,y2030,2030-03-26T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-26T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,2.954541667,29.54541667,59.09083334,,,,,,,,,,
sc01,y2030,2030-03-27T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-27T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,4.336083333,43.36083333,86.72166666,,,,,,,,,,
sc01,y2030,2030-03-28T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-28T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.659275,36.59275,73.1855,,,,,,,,,,
sc01,y2030,2030-03-29T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-29T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,3.492375,34.92375,69.8475,,,,,,,,,,
sc01,y2030,2030-03-30T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-30T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,5.553375,55.53375,111.0675,,,,,,,,,,
sc01,y2030,2030-03-31T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T03:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T04:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T05:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T06:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T07:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T08:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T09:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T10:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T11:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T12:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T14:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T15:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T16:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T17:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T18:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T19:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T20:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T21:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T22:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-03-31T23:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,,,,,,,,,,
sc01,y2030,2030-04-01T00:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T01:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T02:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T03:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T04:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T05:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T06:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T07:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T08:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T09:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T10:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T11:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T12:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T14:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T15:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T16:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T17:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T18:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T19:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T20:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T21:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T22:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-01T23:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.456195833,34.56195833,69.12391666,,,,,,,,,,
sc01,y2030,2030-04-02T00:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.0358375,30.358375,60.71675,,,,,,,,,,
sc01,y2030,2030-04-02T01:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.0358375,30.358375,60.71675,,,,,,,,,,
sc01,y2030,2030-04-02T02:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.0358375,30.358375,60.71675,,,,,,,,,,
sc01,y2030,2030-04-02T03:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.0358375,30.358375,60.71675,,,,,,,,,,
sc01,y2030,2030-04-02T04:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.0358375,30.358375,60.71675,,,,,,,,,,
sc01,y2030,2030-04-02T05:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,3.0358375,30.358375,60.71675,,,,,,,,,,
