,,,Gas_C1,Gas_C2,Ant_C3,Ant_C4,Gas_C5,Gas_C6,Ant_C7,Ant_C8,Sub_C9,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Gas_C15,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Gas_C21,Gas_C22,Nuc_N23,Nuc_N24,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30,Gas_C31,Gas_C32,Gas_C33,Gas_C34,Gas_C35,Ant_C36,Ant_C37,Gas_C38,Gas_C39,Ant_C40,Ant_C41,Sub_C42,Sub_C43,Sub_C44,Sub_C45,Sub_C46,Sub_C47,Gas_C48,Sub_C49,Sub_C50,Sub_C51,Sub_C52,Sub_C53,Gas_C54,Gas_C55,Nuc_N56,Nuc_N57,Hyd_H58,Hyd_H59,Hyd_H60,Pum_H61,Pum_H62,Pum_H63,Gas_C64,Gas_C65,Gas_C66,Gas_C67,Gas_C68,Ant_C69,Ant_C70,Gas_C71,Gas_C72,Ant_C73,Ant_C74,Sub_C75,Sub_C76,Sub_C77,Sub_C78,Sub_C79,Sub_C80,Gas_C81,Sub_C82,Sub_C83,Sub_C84,Sub_C85,Sub_C86,Gas_C87,Gas_C88,Nuc_N89,Nuc_N90,Hyd_H91,Hyd_H92,Hyd_H93,Pum_H94,Pum_H95,Pum_H96,Gas_C97,Gas_C98,Gas_C99,Ons_W100,Ons_W101,Ons_W102,Ons_W103,Ons_W104,Ons_W105,Sol_S106,Sol_S107,Sol_S108,Sol_S109,Sol_S110,Sol_S111
sc01,y2030,4/13/2030 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.60625,219.86454,439.72908,566.60625,219.86454,439.72908,83.06469,249.19407,1384.4115,83.06469,249.19407,1384.4115
sc01,y2030,4/13/2030 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.9561875,229.89018,459.78036,565.9561875,229.89018,459.78036,93.35811,280.07433,1555.9685,93.35811,280.07433,1555.9685
sc01,y2030,4/13/2030 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.1408125,248.72298,497.44596,564.1408125,248.72298,497.44596,98.18571,294.55713,1636.4285,98.18571,294.55713,1636.4285
sc01,y2030,4/13/2030 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.17425,275.85099,551.70198,563.17425,275.85099,551.70198,97.15194,291.45582,1619.199,97.15194,291.45582,1619.199
sc01,y2030,4/13/2030 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.944625,297.51588,595.03176,558.944625,297.51588,595.03176,93.54057,280.62171,1559.0095,93.54057,280.62171,1559.0095
sc01,y2030,4/13/2030 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.497375,317.46615,634.9323,559.497375,317.46615,634.9323,86.00658,258.01974,1433.443,86.00658,258.01974,1433.443
sc01,y2030,4/13/2030 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.15325,321.32064,642.64128,560.15325,321.32064,642.64128,73.2591,219.7773,1220.985,73.2591,219.7773,1220.985
sc01,y2030,4/13/2030 17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.2338125,305.42928,610.85856,561.2338125,305.42928,610.85856,52.24641,156.73923,870.7735,52.24641,156.73923,870.7735
sc01,y2030,4/13/2030 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.3193125,282.80052,565.60104,564.3193125,282.80052,565.60104,24.14337,72.43011,402.3895,24.14337,72.43011,402.3895
sc01,y2030,4/13/2030 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.7326875,276.14865,552.2973,562.7326875,276.14865,552.2973,2.80566,8.41698,46.761,2.80566,8.41698,46.761
sc01,y2030,4/13/2030 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.3870625,288.8181,577.6362,566.3870625,288.8181,577.6362,0.00408,0.01224,0.068,0.00408,0.01224,0.068
sc01,y2030,4/13/2030 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.40775,286.4733,572.9466,565.40775,286.4733,572.9466,0.00171,0.00513,0.0285,0.00171,0.00513,0.0285
sc01,y2030,4/13/2030 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.2445625,273.46458,546.92916,545.2445625,273.46458,546.92916,0.00114,0.00342,0.019,0.00114,0.00342,0.019
sc01,y2030,4/13/2030 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.055375,259.16469,518.32938,491.055375,259.16469,518.32938,0.00072,0.00216,0.012,0.00072,0.00216,0.012
sc01,y2030,4/14/2030 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.690625,251.57091,503.14182,470.690625,251.57091,503.14182,0.00159,0.00477,0.0265,0.00159,0.00477,0.0265
sc01,y2030,4/14/2030 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.32775,248.26122,496.52244,471.32775,248.26122,496.52244,0.00126,0.00378,0.021,0.00126,0.00378,0.021
sc01,y2030,4/14/2030 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.880125,244.89453,489.78906,471.880125,244.89453,489.78906,0.00168,0.00504,0.028,0.00168,0.00504,0.028
sc01,y2030,4/14/2030 3:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.7026875,245.83221,491.66442,472.7026875,245.83221,491.66442,0.00282,0.00846,0.047,0.00282,0.00846,0.047
sc01,y2030,4/14/2030 4:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.48,246.65382,493.30764,471.48,246.65382,493.30764,0.00585,0.01755,0.0975,0.00585,0.01755,0.0975
sc01,y2030,4/14/2030 5:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.87575,253.27458,506.54916,478.87575,253.27458,506.54916,0.02967,0.08901,0.4945,0.02967,0.08901,0.4945
sc01,y2030,4/14/2030 6:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.514375,265.7805,531.561,512.514375,265.7805,531.561,0.59892,1.79676,9.982,0.59892,1.79676,9.982
sc01,y2030,4/14/2030 7:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.9111875,267.36561,534.73122,547.9111875,267.36561,534.73122,11.46102,34.38306,191.017,11.46102,34.38306,191.017
sc01,y2030,4/14/2030 8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.97325,249.6669,499.3338,547.97325,249.6669,499.3338,34.50024,103.50072,575.004,34.50024,103.50072,575.004
sc01,y2030,4/14/2030 9:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.197625,237.77415,475.5483,543.197625,237.77415,475.5483,55.61358,166.84074,926.893,55.61358,166.84074,926.893
sc01,y2030,4/14/2030 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.1535625,247.65765,495.3153,534.1535625,247.65765,495.3153,72.34263,217.02789,1205.7105,72.34263,217.02789,1205.7105
sc01,y2030,4/14/2030 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.3959375,267.02535,534.0507,526.3959375,267.02535,534.0507,83.42307,250.26921,1390.3845,83.42307,250.26921,1390.3845
sc01,y2030,4/14/2030 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.517,281.02767,562.05534,527.517,281.02767,562.05534,84.78684,254.36052,1413.114,84.78684,254.36052,1413.114
sc01,y2030,4/14/2030 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.93225,311.16462,622.32924,531.93225,311.16462,622.32924,81.50994,244.52982,1358.499,81.50994,244.52982,1358.499
sc01,y2030,4/14/2030 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.59425,330.91668,661.83336,527.59425,330.91668,661.83336,75.70029,227.10087,1261.6715,75.70029,227.10087,1261.6715
sc01,y2030,4/14/2030 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.9454375,330.86781,661.73562,524.9454375,330.86781,661.73562,65.81145,197.43435,1096.8575,65.81145,197.43435,1096.8575
sc01,y2030,4/14/2030 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.1306875,323.33718,646.67436,525.1306875,323.33718,646.67436,53.55624,160.66872,892.604,53.55624,160.66872,892.604
sc01,y2030,4/14/2030 17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.225,291.10422,582.20844,528.225,291.10422,582.20844,35.59998,106.79994,593.333,35.59998,106.79994,593.333
sc01,y2030,4/14/2030 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.456375,264.25806,528.51612,534.456375,264.25806,528.51612,15.66786,47.00358,261.131,15.66786,47.00358,261.131
sc01,y2030,4/14/2030 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.2491875,254.61762,509.23524,540.2491875,254.61762,509.23524,1.91847,5.75541,31.9745,1.91847,5.75541,31.9745
sc01,y2030,4/14/2030 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.91375,262.43148,524.86296,542.91375,262.43148,524.86296,0.00264,0.00792,0.044,0.00264,0.00792,0.044
sc01,y2030,4/14/2030 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.02625,256.65876,513.31752,540.02625,256.65876,513.31752,0.00135,0.00405,0.0225,0.00135,0.00405,0.0225
sc01,y2030,4/14/2030 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.5691875,257.97906,515.95812,529.5691875,257.97906,515.95812,0.00129,0.00387,0.0215,0.00129,0.00387,0.0215
sc01,y2030,4/14/2030 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.8049375,245.02518,490.05036,492.8049375,245.02518,490.05036,0.00093,0.00279,0.0155,0.00093,0.00279,0.0155
sc01,y2030,4/15/2030 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.2905625,230.89143,461.78286,475.2905625,230.89143,461.78286,0.00168,0.00504,0.028,0.00168,0.00504,0.028
sc01,y2030,4/15/2030 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.678875,215.82795,431.6559,469.678875,215.82795,431.6559,0.00117,0.00351,0.0195,0.00117,0.00351,0.0195
sc01,y2030,4/15/2030 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.9463125,203.51103,407.02206,462.9463125,203.51103,407.02206,0.0015,0.0045,0.025,0.0015,0.0045,0.025
sc01,y2030,4/15/2030 3:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.5250625,193.14654,386.29308,458.5250625,193.14654,386.29308,0.0012,0.0036,0.02,0.0012,0.0036,0.02
sc01,y2030,4/15/2030 4:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.89275,193.51539,387.03078,461.89275,193.51539,387.03078,0.00366,0.01098,0.061,0.00366,0.01098,0.061
sc01,y2030,4/15/2030 5:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.1813125,204.99441,409.98882,468.1813125,204.99441,409.98882,0.02613,0.07839,0.4355,0.02613,0.07839,0.4355
sc01,y2030,4/15/2030 6:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.9513125,199.63425,399.2685,502.9513125,199.63425,399.2685,0.36912,1.10736,6.152,0.36912,1.10736,6.152
sc01,y2030,4/15/2030 7:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.3919375,168.28941,336.57882,542.3919375,168.28941,336.57882,3.85812,11.57436,64.302,3.85812,11.57436,64.302
sc01,y2030,4/15/2030 8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.553625,142.50762,285.01524,547.553625,142.50762,285.01524,14.3271,42.9813,238.785,14.3271,42.9813,238.785
sc01,y2030,4/15/2030 9:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.3454375,143.31078,286.62156,545.3454375,143.31078,286.62156,28.03518,84.10554,467.253,28.03518,84.10554,467.253
sc01,y2030,4/15/2030 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.663,161.7636,323.5272,546.663,161.7636,323.5272,38.16924,114.50772,636.154,38.16924,114.50772,636.154
sc01,y2030,4/15/2030 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.6718125,172.57269,345.14538,546.6718125,172.57269,345.14538,42.45018,127.35054,707.503,42.45018,127.35054,707.503
sc01,y2030,4/15/2030 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.9761875,160.97727,321.95454,545.9761875,160.97727,321.95454,45.53133,136.59399,758.8555,45.53133,136.59399,758.8555
sc01,y2030,4/15/2030 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.92825,163.00596,326.01192,547.92825,163.00596,326.01192,52.50738,157.52214,875.123,52.50738,157.52214,875.123
sc01,y2030,4/15/2030 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.2211875,157.72587,315.45174,550.2211875,157.72587,315.45174,53.17704,159.53112,886.284,53.17704,159.53112,886.284
sc01,y2030,4/15/2030 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.8188125,158.51073,317.02146,555.8188125,158.51073,317.02146,46.54026,139.62078,775.671,46.54026,139.62078,775.671
sc01,y2030,4/15/2030 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.7645625,159.40254,318.80508,559.7645625,159.40254,318.80508,35.30055,105.90165,588.3425,35.30055,105.90165,588.3425
sc01,y2030,4/15/2030 17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.8570625,144.183,288.366,561.8570625,144.183,288.366,21.32862,63.98586,355.477,21.32862,63.98586,355.477
sc01,y2030,4/15/2030 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.7994375,128.15055,256.3011,565.7994375,128.15055,256.3011,10.27071,30.81213,171.1785,10.27071,30.81213,171.1785
sc01,y2030,4/15/2030 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.49675,122.28399,244.56798,569.49675,122.28399,244.56798,1.48857,4.46571,24.8095,1.48857,4.46571,24.8095
sc01,y2030,4/15/2030 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.813125,114.65925,229.3185,568.813125,114.65925,229.3185,0.00336,0.01008,0.056,0.00336,0.01008,0.056
sc01,y2030,4/15/2030 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.1745,101.64186,203.28372,568.1745,101.64186,203.28372,0.00147,0.00441,0.0245,0.00147,0.00441,0.0245
sc01,y2030,4/15/2030 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.017125,90.15297,180.30594,560.017125,90.15297,180.30594,0.00123,0.00369,0.0205,0.00123,0.00369,0.0205
sc01,y2030,4/15/2030 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.6394375,95.83551,191.67102,527.6394375,95.83551,191.67102,0.0012,0.0036,0.02,0.0012,0.0036,0.02
sc01,y2030,4/16/2030 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.15325,90.29049,180.58098,521.15325,90.29049,180.58098,0.00117,0.00351,0.0195,0.00117,0.00351,0.0195
sc01,y2030,4/16/2030 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.610125,93.04971,186.09942,516.610125,93.04971,186.09942,0.00138,0.00414,0.023,0.00138,0.00414,0.023
sc01,y2030,4/16/2030 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.003625,97.06959,194.13918,515.003625,97.06959,194.13918,0.00111,0.00333,0.0185,0.00111,0.00333,0.0185
sc01,y2030,4/16/2030 3:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.2096875,97.97043,195.94086,515.2096875,97.97043,195.94086,0.00153,0.00459,0.0255,0.00153,0.00459,0.0255
sc01,y2030,4/16/2030 4:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.9605625,97.37634,194.75268,513.9605625,97.37634,194.75268,0.00534,0.01602,0.089,0.00534,0.01602,0.089
sc01,y2030,4/16/2030 5:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.3093125,99.47397,198.94794,523.3093125,99.47397,198.94794,0.02868,0.08604,0.478,0.02868,0.08604,0.478
sc01,y2030,4/16/2030 6:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.6836875,100.99755,201.9951,542.6836875,100.99755,201.9951,0.34266,1.02798,5.711,0.34266,1.02798,5.711
sc01,y2030,4/16/2030 7:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.4006875,97.82232,195.64464,564.4006875,97.82232,195.64464,6.13332,18.39996,102.222,6.13332,18.39996,102.222
sc01,y2030,4/16/2030 8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.70175,89.18913,178.37826,568.70175,89.18913,178.37826,22.77357,68.32071,379.5595,22.77357,68.32071,379.5595
sc01,y2030,4/16/2030 9:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.5599375,90.76839,181.53678,569.5599375,90.76839,181.53678,40.00689,120.02067,666.7815,40.00689,120.02067,666.7815
sc01,y2030,4/16/2030 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.705625,100.93851,201.87702,566.705625,100.93851,201.87702,52.65012,157.95036,877.502,52.65012,157.95036,877.502
sc01,y2030,4/16/2030 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.735,113.04831,226.09662,561.735,113.04831,226.09662,60.27444,180.82332,1004.574,60.27444,180.82332,1004.574
