,,,,,MW 
sc01,y2030,1/3/2030 19:00,Gas,Gas_C72,120
sc01,y2030,1/3/2030 19:00,Anthracite,Ant_C73,152
sc01,y2030,1/3/2030 19:00,Anthracite,Ant_C74,152
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C75,0
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C76,0
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C77,0
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C78,50.60145793
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C79,42.70729955
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C80,49.5675888
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C82,0
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C83,0
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C84,0
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C85,0
sc01,y2030,1/3/2030 19:00,Subbituminous,Sub_C86,0
sc01,y2030,1/3/2030 19:00,Gas,Gas_C87,155
sc01,y2030,1/3/2030 19:00,Gas,Gas_C88,155
sc01,y2030,1/3/2030 19:00,Nuclear,Nuc_N89,100
sc01,y2030,1/3/2030 19:00,Nuclear,Nuc_N90,100
sc01,y2030,1/3/2030 19:00,Hydro,Hyd_H91,0
sc01,y2030,1/3/2030 19:00,Hydro,Hyd_H92,518.1654215
sc01,y2030,1/3/2030 19:00,Hydro,Hyd_H93,319.5558103
sc01,y2030,1/3/2030 19:00,PumpedStorageHydro,Pum_H94,117.9866122
sc01,y2030,1/3/2030 19:00,PumpedStorageHydro,Pum_H95,0
sc01,y2030,1/3/2030 19:00,PumpedStorageHydro,Pum_H96,124.2270116
sc01,y2030,1/3/2030 19:00,Gas,Gas_C97,350
sc01,y2030,1/3/2030 19:00,Gas,Gas_C98,350
sc01,y2030,1/3/2030 19:00,Gas,Gas_C99,350
sc01,y2030,1/3/2030 19:00,Onshore_wind,Ons_W100,498.922125
sc01,y2030,1/3/2030 19:00,Onshore_wind,Ons_W101,147.09204
sc01,y2030,1/3/2030 19:00,Onshore_wind,Ons_W102,250
sc01,y2030,1/3/2030 19:00,Onshore_wind,Ons_W103,250
sc01,y2030,1/3/2030 19:00,Onshore_wind,Ons_W104,147.09204
sc01,y2030,1/3/2030 19:00,Onshore_wind,Ons_W105,294.18408
sc01,y2030,1/3/2030 19:00,Solar_PV,Sol_S106,0
sc01,y2030,1/3/2030 19:00,Solar_PV,Sol_S107,0.0144
sc01,y2030,1/3/2030 19:00,Solar_PV,Sol_S108,0.08
sc01,y2030,1/3/2030 19:00,Solar_PV,Sol_S109,0
sc01,y2030,1/3/2030 19:00,Solar_PV,Sol_S110,0.0144
sc01,y2030,1/3/2030 19:00,Solar_PV,Sol_S111,0.08
sc01,y2030,1/3/2030 20:00,Gas,Gas_C1,120
sc01,y2030,1/3/2030 20:00,Gas,Gas_C2,120
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C3,0
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C4,0
sc01,y2030,1/3/2030 20:00,Gas,Gas_C5,120
sc01,y2030,1/3/2030 20:00,Gas,Gas_C6,120
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C7,0
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C8,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C9,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C10,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C11,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C12,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C13,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C14,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C16,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C17,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C18,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C19,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C20,0
sc01,y2030,1/3/2030 20:00,Gas,Gas_C21,155
sc01,y2030,1/3/2030 20:00,Gas,Gas_C22,155
sc01,y2030,1/3/2030 20:00,Nuclear,Nuc_N23,400
sc01,y2030,1/3/2030 20:00,Nuclear,Nuc_N24,400
sc01,y2030,1/3/2030 20:00,Hydro,Hyd_H25,0
sc01,y2030,1/3/2030 20:00,Hydro,Hyd_H26,100
sc01,y2030,1/3/2030 20:00,Hydro,Hyd_H27,100
sc01,y2030,1/3/2030 20:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/3/2030 20:00,PumpedStorageHydro,Pum_H29,190.9850249
sc01,y2030,1/3/2030 20:00,PumpedStorageHydro,Pum_H30,8.115688147
sc01,y2030,1/3/2030 20:00,Gas,Gas_C31,155
sc01,y2030,1/3/2030 20:00,Gas,Gas_C32,155
sc01,y2030,1/3/2030 20:00,Gas,Gas_C33,350
sc01,y2030,1/3/2030 20:00,Gas,Gas_C34,120
sc01,y2030,1/3/2030 20:00,Gas,Gas_C35,120
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C36,0
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C37,0
sc01,y2030,1/3/2030 20:00,Gas,Gas_C38,120
sc01,y2030,1/3/2030 20:00,Gas,Gas_C39,120
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C40,0
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C41,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C42,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C43,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C44,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C45,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C46,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C47,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C49,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C50,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C51,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C52,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C53,0
sc01,y2030,1/3/2030 20:00,Gas,Gas_C54,155
sc01,y2030,1/3/2030 20:00,Gas,Gas_C55,155
sc01,y2030,1/3/2030 20:00,Nuclear,Nuc_N56,800
sc01,y2030,1/3/2030 20:00,Nuclear,Nuc_N57,800
sc01,y2030,1/3/2030 20:00,Hydro,Hyd_H58,0
sc01,y2030,1/3/2030 20:00,Hydro,Hyd_H59,100
sc01,y2030,1/3/2030 20:00,Hydro,Hyd_H60,100
sc01,y2030,1/3/2030 20:00,PumpedStorageHydro,Pum_H61,301.6248254
sc01,y2030,1/3/2030 20:00,PumpedStorageHydro,Pum_H62,325.1087155
sc01,y2030,1/3/2030 20:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/3/2030 20:00,Gas,Gas_C64,155
sc01,y2030,1/3/2030 20:00,Gas,Gas_C65,155
sc01,y2030,1/3/2030 20:00,Gas,Gas_C66,350
sc01,y2030,1/3/2030 20:00,Gas,Gas_C67,120
sc01,y2030,1/3/2030 20:00,Gas,Gas_C68,120
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C69,152
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C70,152
sc01,y2030,1/3/2030 20:00,Gas,Gas_C71,120
sc01,y2030,1/3/2030 20:00,Gas,Gas_C72,120
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C73,152
sc01,y2030,1/3/2030 20:00,Anthracite,Ant_C74,152
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C75,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C76,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C77,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C78,50.60145793
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C79,42.70729955
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C80,49.5675888
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C82,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C83,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C84,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C85,0
sc01,y2030,1/3/2030 20:00,Subbituminous,Sub_C86,0
sc01,y2030,1/3/2030 20:00,Gas,Gas_C87,155
sc01,y2030,1/3/2030 20:00,Gas,Gas_C88,155
sc01,y2030,1/3/2030 20:00,Nuclear,Nuc_N89,100
sc01,y2030,1/3/2030 20:00,Nuclear,Nuc_N90,100
sc01,y2030,1/3/2030 20:00,Hydro,Hyd_H91,0
sc01,y2030,1/3/2030 20:00,Hydro,Hyd_H92,600
sc01,y2030,1/3/2030 20:00,Hydro,Hyd_H93,319.5558103
sc01,y2030,1/3/2030 20:00,PumpedStorageHydro,Pum_H94,8.0549859
sc01,y2030,1/3/2030 20:00,PumpedStorageHydro,Pum_H95,0
sc01,y2030,1/3/2030 20:00,PumpedStorageHydro,Pum_H96,0
sc01,y2030,1/3/2030 20:00,Gas,Gas_C97,350
sc01,y2030,1/3/2030 20:00,Gas,Gas_C98,350
sc01,y2030,1/3/2030 20:00,Gas,Gas_C99,350
sc01,y2030,1/3/2030 20:00,Onshore_wind,Ons_W100,502.4034375
sc01,y2030,1/3/2030 20:00,Onshore_wind,Ons_W101,150.47835
sc01,y2030,1/3/2030 20:00,Onshore_wind,Ons_W102,250
sc01,y2030,1/3/2030 20:00,Onshore_wind,Ons_W103,250
sc01,y2030,1/3/2030 20:00,Onshore_wind,Ons_W104,150.47835
sc01,y2030,1/3/2030 20:00,Onshore_wind,Ons_W105,300.9567
sc01,y2030,1/3/2030 20:00,Solar_PV,Sol_S106,0
sc01,y2030,1/3/2030 20:00,Solar_PV,Sol_S107,0
sc01,y2030,1/3/2030 20:00,Solar_PV,Sol_S108,0.046
sc01,y2030,1/3/2030 20:00,Solar_PV,Sol_S109,0
sc01,y2030,1/3/2030 20:00,Solar_PV,Sol_S110,0
sc01,y2030,1/3/2030 20:00,Solar_PV,Sol_S111,0.046
sc01,y2030,1/3/2030 21:00,Gas,Gas_C1,115
sc01,y2030,1/3/2030 21:00,Gas,Gas_C2,115
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C3,0
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C4,0
sc01,y2030,1/3/2030 21:00,Gas,Gas_C5,115
sc01,y2030,1/3/2030 21:00,Gas,Gas_C6,115
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C7,0
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C8,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C9,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C10,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C11,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C12,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C13,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C14,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C16,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C17,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C18,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C19,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C20,0
sc01,y2030,1/3/2030 21:00,Gas,Gas_C21,155
sc01,y2030,1/3/2030 21:00,Gas,Gas_C22,155
sc01,y2030,1/3/2030 21:00,Nuclear,Nuc_N23,400
sc01,y2030,1/3/2030 21:00,Nuclear,Nuc_N24,400
sc01,y2030,1/3/2030 21:00,Hydro,Hyd_H25,0
sc01,y2030,1/3/2030 21:00,Hydro,Hyd_H26,100
sc01,y2030,1/3/2030 21:00,Hydro,Hyd_H27,0
sc01,y2030,1/3/2030 21:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/3/2030 21:00,PumpedStorageHydro,Pum_H29,190.9850249
sc01,y2030,1/3/2030 21:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/3/2030 21:00,Gas,Gas_C31,155
sc01,y2030,1/3/2030 21:00,Gas,Gas_C32,155
sc01,y2030,1/3/2030 21:00,Gas,Gas_C33,350
sc01,y2030,1/3/2030 21:00,Gas,Gas_C34,115
sc01,y2030,1/3/2030 21:00,Gas,Gas_C35,115
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C36,0
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C37,0
sc01,y2030,1/3/2030 21:00,Gas,Gas_C38,115
sc01,y2030,1/3/2030 21:00,Gas,Gas_C39,115
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C40,0
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C41,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C42,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C43,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C44,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C45,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C46,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C47,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C49,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C50,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C51,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C52,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C53,0
sc01,y2030,1/3/2030 21:00,Gas,Gas_C54,155
sc01,y2030,1/3/2030 21:00,Gas,Gas_C55,155
sc01,y2030,1/3/2030 21:00,Nuclear,Nuc_N56,800
sc01,y2030,1/3/2030 21:00,Nuclear,Nuc_N57,800
sc01,y2030,1/3/2030 21:00,Hydro,Hyd_H58,100
sc01,y2030,1/3/2030 21:00,Hydro,Hyd_H59,100
sc01,y2030,1/3/2030 21:00,Hydro,Hyd_H60,100
sc01,y2030,1/3/2030 21:00,PumpedStorageHydro,Pum_H61,71.9349359
sc01,y2030,1/3/2030 21:00,PumpedStorageHydro,Pum_H62,325.1087155
sc01,y2030,1/3/2030 21:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/3/2030 21:00,Gas,Gas_C64,155
sc01,y2030,1/3/2030 21:00,Gas,Gas_C65,155
sc01,y2030,1/3/2030 21:00,Gas,Gas_C66,350
sc01,y2030,1/3/2030 21:00,Gas,Gas_C67,120
sc01,y2030,1/3/2030 21:00,Gas,Gas_C68,120
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C69,152
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C70,152
sc01,y2030,1/3/2030 21:00,Gas,Gas_C71,120
sc01,y2030,1/3/2030 21:00,Gas,Gas_C72,120
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C73,152
sc01,y2030,1/3/2030 21:00,Anthracite,Ant_C74,152
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C75,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C76,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C77,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C78,50.60145793
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C79,42.70729955
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C80,49.5675888
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C82,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C83,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C84,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C85,0
sc01,y2030,1/3/2030 21:00,Subbituminous,Sub_C86,0
sc01,y2030,1/3/2030 21:00,Gas,Gas_C87,155
sc01,y2030,1/3/2030 21:00,Gas,Gas_C88,155
sc01,y2030,1/3/2030 21:00,Nuclear,Nuc_N89,100
sc01,y2030,1/3/2030 21:00,Nuclear,Nuc_N90,100
sc01,y2030,1/3/2030 21:00,Hydro,Hyd_H91,0
sc01,y2030,1/3/2030 21:00,Hydro,Hyd_H92,316.4331805
sc01,y2030,1/3/2030 21:00,Hydro,Hyd_H93,600
sc01,y2030,1/3/2030 21:00,PumpedStorageHydro,Pum_H94,104.6777885
sc01,y2030,1/3/2030 21:00,PumpedStorageHydro,Pum_H95,0
sc01,y2030,1/3/2030 21:00,PumpedStorageHydro,Pum_H96,0
sc01,y2030,1/3/2030 21:00,Gas,Gas_C97,350
sc01,y2030,1/3/2030 21:00,Gas,Gas_C98,350
sc01,y2030,1/3/2030 21:00,Gas,Gas_C99,350
sc01,y2030,1/3/2030 21:00,Onshore_wind,Ons_W100,500.718
sc01,y2030,1/3/2030 21:00,Onshore_wind,Ons_W101,155.36226
sc01,y2030,1/3/2030 21:00,Onshore_wind,Ons_W102,250
sc01,y2030,1/3/2030 21:00,Onshore_wind,Ons_W103,250
sc01,y2030,1/3/2030 21:00,Onshore_wind,Ons_W104,155.36226
sc01,y2030,1/3/2030 21:00,Onshore_wind,Ons_W105,310.72452
sc01,y2030,1/3/2030 21:00,Solar_PV,Sol_S106,0
sc01,y2030,1/3/2030 21:00,Solar_PV,Sol_S107,0
sc01,y2030,1/3/2030 21:00,Solar_PV,Sol_S108,0.024
sc01,y2030,1/3/2030 21:00,Solar_PV,Sol_S109,0
sc01,y2030,1/3/2030 21:00,Solar_PV,Sol_S110,0
sc01,y2030,1/3/2030 21:00,Solar_PV,Sol_S111,0.024
sc01,y2030,1/3/2030 22:00,Gas,Gas_C1,110
sc01,y2030,1/3/2030 22:00,Gas,Gas_C2,110
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C3,0
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C4,0
sc01,y2030,1/3/2030 22:00,Gas,Gas_C5,110
sc01,y2030,1/3/2030 22:00,Gas,Gas_C6,110
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C7,0
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C8,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C9,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C10,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C11,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C12,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C13,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C14,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C16,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C17,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C18,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C19,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C20,0
sc01,y2030,1/3/2030 22:00,Gas,Gas_C21,145
sc01,y2030,1/3/2030 22:00,Gas,Gas_C22,145
sc01,y2030,1/3/2030 22:00,Nuclear,Nuc_N23,400
sc01,y2030,1/3/2030 22:00,Nuclear,Nuc_N24,400
sc01,y2030,1/3/2030 22:00,Hydro,Hyd_H25,0
sc01,y2030,1/3/2030 22:00,Hydro,Hyd_H26,100
sc01,y2030,1/3/2030 22:00,Hydro,Hyd_H27,100
sc01,y2030,1/3/2030 22:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/3/2030 22:00,PumpedStorageHydro,Pum_H29,0
sc01,y2030,1/3/2030 22:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/3/2030 22:00,Gas,Gas_C31,145
sc01,y2030,1/3/2030 22:00,Gas,Gas_C32,145
sc01,y2030,1/3/2030 22:00,Gas,Gas_C33,350
sc01,y2030,1/3/2030 22:00,Gas,Gas_C34,110
sc01,y2030,1/3/2030 22:00,Gas,Gas_C35,110
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C36,0
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C37,0
sc01,y2030,1/3/2030 22:00,Gas,Gas_C38,110
sc01,y2030,1/3/2030 22:00,Gas,Gas_C39,110
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C40,0
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C41,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C42,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C43,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C44,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C45,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C46,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C47,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C49,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C50,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C51,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C52,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C53,0
sc01,y2030,1/3/2030 22:00,Gas,Gas_C54,145
sc01,y2030,1/3/2030 22:00,Gas,Gas_C55,145
sc01,y2030,1/3/2030 22:00,Nuclear,Nuc_N56,800
sc01,y2030,1/3/2030 22:00,Nuclear,Nuc_N57,800
sc01,y2030,1/3/2030 22:00,Hydro,Hyd_H58,100
sc01,y2030,1/3/2030 22:00,Hydro,Hyd_H59,100
sc01,y2030,1/3/2030 22:00,Hydro,Hyd_H60,100
sc01,y2030,1/3/2030 22:00,PumpedStorageHydro,Pum_H61,0
sc01,y2030,1/3/2030 22:00,PumpedStorageHydro,Pum_H62,13.47659493
sc01,y2030,1/3/2030 22:00,PumpedStorageHydro,Pum_H63,0
sc01,y2030,1/3/2030 22:00,Gas,Gas_C64,155
sc01,y2030,1/3/2030 22:00,Gas,Gas_C65,155
sc01,y2030,1/3/2030 22:00,Gas,Gas_C66,350
sc01,y2030,1/3/2030 22:00,Gas,Gas_C67,120
sc01,y2030,1/3/2030 22:00,Gas,Gas_C68,120
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C69,152
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C70,152
sc01,y2030,1/3/2030 22:00,Gas,Gas_C71,120
sc01,y2030,1/3/2030 22:00,Gas,Gas_C72,120
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C73,152
sc01,y2030,1/3/2030 22:00,Anthracite,Ant_C74,152
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C75,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C76,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C77,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C78,50.60145793
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C79,42.70729955
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C80,49.5675888
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C82,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C83,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C84,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C85,0
sc01,y2030,1/3/2030 22:00,Subbituminous,Sub_C86,0
sc01,y2030,1/3/2030 22:00,Gas,Gas_C87,155
sc01,y2030,1/3/2030 22:00,Gas,Gas_C88,155
sc01,y2030,1/3/2030 22:00,Nuclear,Nuc_N89,100
sc01,y2030,1/3/2030 22:00,Nuclear,Nuc_N90,100
sc01,y2030,1/3/2030 22:00,Hydro,Hyd_H91,0
sc01,y2030,1/3/2030 22:00,Hydro,Hyd_H92,316.4331805
sc01,y2030,1/3/2030 22:00,Hydro,Hyd_H93,568.2355408
sc01,y2030,1/3/2030 22:00,PumpedStorageHydro,Pum_H94,0
sc01,y2030,1/3/2030 22:00,PumpedStorageHydro,Pum_H95,0
sc01,y2030,1/3/2030 22:00,PumpedStorageHydro,Pum_H96,192.7490324
sc01,y2030,1/3/2030 22:00,Gas,Gas_C97,350
sc01,y2030,1/3/2030 22:00,Gas,Gas_C98,350
sc01,y2030,1/3/2030 22:00,Gas,Gas_C99,350
sc01,y2030,1/3/2030 22:00,Onshore_wind,Ons_W100,498.281625
sc01,y2030,1/3/2030 22:00,Onshore_wind,Ons_W101,153.0282
sc01,y2030,1/3/2030 22:00,Onshore_wind,Ons_W102,250
sc01,y2030,1/3/2030 22:00,Onshore_wind,Ons_W103,250
sc01,y2030,1/3/2030 22:00,Onshore_wind,Ons_W104,153.0282
sc01,y2030,1/3/2030 22:00,Onshore_wind,Ons_W105,306.0564
sc01,y2030,1/3/2030 22:00,Solar_PV,Sol_S106,0
sc01,y2030,1/3/2030 22:00,Solar_PV,Sol_S107,0
sc01,y2030,1/3/2030 22:00,Solar_PV,Sol_S108,0.0215
sc01,y2030,1/3/2030 22:00,Solar_PV,Sol_S109,0
sc01,y2030,1/3/2030 22:00,Solar_PV,Sol_S110,0
sc01,y2030,1/3/2030 22:00,Solar_PV,Sol_S111,0.0215
sc01,y2030,1/3/2030 23:00,Gas,Gas_C1,105
sc01,y2030,1/3/2030 23:00,Gas,Gas_C2,105
sc01,y2030,1/3/2030 23:00,Anthracite,Ant_C3,0
sc01,y2030,1/3/2030 23:00,Anthracite,Ant_C4,0
sc01,y2030,1/3/2030 23:00,Gas,Gas_C5,105
sc01,y2030,1/3/2030 23:00,Gas,Gas_C6,105
sc01,y2030,1/3/2030 23:00,Anthracite,Ant_C7,0
sc01,y2030,1/3/2030 23:00,Anthracite,Ant_C8,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C9,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C10,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C11,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C12,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C13,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C14,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C16,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C17,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C18,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C19,0
sc01,y2030,1/3/2030 23:00,Subbituminous,Sub_C20,0
sc01,y2030,1/3/2030 23:00,Gas,Gas_C21,135
sc01,y2030,1/3/2030 23:00,Gas,Gas_C22,135
sc01,y2030,1/3/2030 23:00,Nuclear,Nuc_N23,400
sc01,y2030,1/3/2030 23:00,Nuclear,Nuc_N24,400
sc01,y2030,1/3/2030 23:00,Hydro,Hyd_H25,0
sc01,y2030,1/3/2030 23:00,Hydro,Hyd_H26,0
sc01,y2030,1/3/2030 23:00,Hydro,Hyd_H27,0
sc01,y2030,1/3/2030 23:00,PumpedStorageHydro,Pum_H28,0
sc01,y2030,1/3/2030 23:00,PumpedStorageHydro,Pum_H29,0
sc01,y2030,1/3/2030 23:00,PumpedStorageHydro,Pum_H30,0
sc01,y2030,1/3/2030 23:00,Gas,Gas_C31,135
sc01,y2030,1/3/2030 23:00,Gas,Gas_C32,135
sc01,y2030,1/3/2030 23:00,Gas,Gas_C33,330
sc01,y2030,1/3/2030 23:00,Gas,Gas_C34,105
sc01,y2030,1/3/2030 23:00,Gas,Gas_C35,105
sc01,y2030,1/3/2030 23:00,Anthracite,Ant_C36,0
sc01,y2030,1/3/2030 23:00,Anthracite,Ant_C37,0
sc01,y2030,1/3/2030 23:00,Gas,Gas_C38,105
